signal_id,module_code,module_kr,sensor_type,unit,missing_rate,n_unique,is_constant,mean,std,min,max,note
SIG_183,TRANSFER,이송,진공척흡착,kPa,0.0006,905,0,10.7805,4.1641,3.17,55.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_184,METRO,계측,표면조도,nm,0.0006,1508,0,26.6612,6.8361,5.014,72.947,교육용 가상 매핑(원본은 익명화 신호)
SIG_185,CHAMBER,챔버,압력,Torr,0.0006,1054,0,0.1448,0.1102,0.0297,3.2283,교육용 가상 매핑(원본은 익명화 신호)
SIG_186,RF,RF전원,반사전력,W,0.0006,739,0,7.3657,7.1887,1.94,267.91,교육용 가상 매핑(원본은 익명화 신호)
SIG_187,VACUUM,진공,게이트밸브개도,%,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_188,GAS_MFC,가스공급,라인압력,psi,0.0006,1015,0,17.9363,8.6099,6.22,307.93,교육용 가상 매핑(원본은 익명화 신호)
SIG_189,ESC,정전척,척전압,V,0.0006,1550,0,43.2114,21.7119,6.613,191.83,교육용 가상 매핑(원본은 익명화 신호)
SIG_190,THERMAL,온도제어,쿨런트온도,degC,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_191,TRANSFER,이송,진공척흡착,kPa,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_192,METRO,계측,표면조도,nm,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_193,CHAMBER,챔버,압력,Torr,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_194,RF,RF전원,반사전력,W,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_195,VACUUM,진공,게이트밸브개도,%,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_196,GAS_MFC,가스공급,라인압력,psi,0.0026,206,0,0.2871,0.3952,0.08,4.838,교육용 가상 매핑(원본은 익명화 신호)
SIG_197,ESC,정전척,척전압,V,0.0045,867,0,8.6885,15.7209,1.75,396.11,교육용 가상 매핑(원본은 익명화 신호)
SIG_198,THERMAL,온도제어,쿨런트온도,degC,0.0038,898,0,20.0927,10.5522,9.22,252.87,교육용 가상 매핑(원본은 익명화 신호)
SIG_199,TRANSFER,이송,진공척흡착,kPa,0.0038,773,0,0.5574,0.5377,0.09,10.017,교육용 가상 매핑(원본은 익명화 신호)
SIG_200,METRO,계측,표면조도,nm,0.0038,920,0,11.5321,16.4456,2.77,390.12,교육용 가상 매핑(원본은 익명화 신호)
SIG_201,CHAMBER,챔버,압력,Torr,0.0045,1008,0,17.6002,8.6907,3.21,199.62,교육용 가상 매핑(원본은 익명화 신호)
SIG_202,RF,RF전원,반사전력,W,0.0045,861,0,7.8394,5.1045,0.0,126.53,교육용 가상 매핑(원본은 익명화 신호)
SIG_203,VACUUM,진공,게이트밸브개도,%,0.0045,1470,0,10.1705,14.6229,0.0,490.561,교육용 가상 매핑(원본은 익명화 신호)
SIG_204,GAS_MFC,가스공급,라인압력,psi,0.0038,1501,0,30.0731,17.4618,7.728,500.349,교육용 가상 매핑(원본은 익명화 신호)
SIG_205,ESC,정전척,척전압,V,0.0038,1210,0,32.2182,565.1012,0.0429,9998.4483,교육용 가상 매핑(원본은 익명화 신호)
SIG_206,THERMAL,온도제어,쿨런트온도,degC,0.0038,841,0,9.0501,11.5411,2.3,320.05,교육용 가상 매핑(원본은 익명화 신호)
SIG_207,TRANSFER,이송,진공척흡착,kPa,0.0038,2,0,0.0013,0.0506,0.0,2.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_208,METRO,계측,표면조도,nm,0.0038,1046,0,20.3762,17.4976,4.01,457.65,교육용 가상 매핑(원본은 익명화 신호)
SIG_209,CHAMBER,챔버,압력,Torr,0.0038,1549,0,73.2643,28.0671,5.359,172.349,교육용 가상 매핑(원본은 익명화 신호)
SIG_210,RF,RF전원,반사전력,W,0.0038,2,0,0.0296,1.1681,0.0,46.15,교육용 가상 매핑(원본은 익명화 신호)
SIG_211,VACUUM,진공,게이트밸브개도,%,0.0153,798,0,0.0889,0.0421,0.0319,0.5164,교육용 가상 매핑(원본은 익명화 신호)
SIG_212,GAS_MFC,가스공급,라인압력,psi,0.0153,653,0,0.0568,0.025,0.0022,0.3227,교육용 가상 매핑(원본은 익명화 신호)
SIG_213,ESC,정전척,척전압,V,0.0153,681,0,0.0514,0.0316,0.0071,0.5941,교육용 가상 매핑(원본은 익명화 신호)
SIG_214,THERMAL,온도제어,쿨런트온도,degC,0.0153,810,0,0.0603,0.053,0.0037,1.2837,교육용 가상 매핑(원본은 익명화 신호)
SIG_215,TRANSFER,이송,진공척흡착,kPa,0.0153,803,0,0.0833,0.0565,0.0193,0.7615,교육용 가상 매핑(원본은 익명화 신호)
SIG_216,METRO,계측,표면조도,nm,0.0153,823,0,0.0811,0.0304,0.0059,0.3429,교육용 가상 매핑(원본은 익명화 신호)
SIG_217,CHAMBER,챔버,압력,Torr,0.0153,728,0,0.0835,0.0258,0.0097,0.2828,교육용 가상 매핑(원본은 익명화 신호)
SIG_218,RF,RF전원,반사전력,W,0.0153,836,0,0.0716,0.0463,0.0079,0.6744,교육용 가상 매핑(원본은 익명화 신호)
SIG_219,VACUUM,진공,게이트밸브개도,%,0.0006,1539,0,3.7715,1.1704,1.034,8.8015,교육용 가상 매핑(원본은 익명화 신호)
SIG_220,GAS_MFC,가스공급,라인압력,psi,0.0077,64,0,0.0033,0.0016,0.0007,0.0163,교육용 가상 매핑(원본은 익명화 신호)
SIG_221,ESC,정전척,척전압,V,0.8558,69,0,0.0092,0.002,0.0057,0.024,교육용 가상 매핑(원본은 익명화 신호)
SIG_222,THERMAL,온도제어,쿨런트온도,degC,0.0,408,0,0.0607,0.0233,0.02,0.2305,교육용 가상 매핑(원본은 익명화 신호)
SIG_223,TRANSFER,이송,진공척흡착,kPa,0.0,178,0,0.0088,0.0559,0.0003,0.9911,교육용 가상 매핑(원본은 익명화 신호)
SIG_224,METRO,계측,표면조도,nm,0.0,973,0,122.8466,55.156,32.2637,1768.8802,교육용 가상 매핑(원본은 익명화 신호)
SIG_225,CHAMBER,챔버,압력,Torr,0.0325,720,0,0.0594,0.0712,0.0093,1.4361,교육용 가상 매핑(원본은 익명화 신호)
SIG_226,RF,RF전원,반사전력,W,0.0325,1472,0,1041.0566,433.1701,168.7998,3601.2998,교육용 가상 매핑(원본은 익명화 신호)
SIG_227,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_228,GAS_MFC,가스공급,라인압력,psi,0.0013,329,0,0.0191,0.0108,0.0062,0.1541,교육용 가상 매핑(원본은 익명화 신호)
SIG_229,ESC,정전척,척전압,V,0.0013,292,0,0.0178,0.0107,0.0072,0.2133,교육용 가상 매핑(원본은 익명화 신호)
SIG_230,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_231,TRANSFER,이송,진공척흡착,kPa,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_232,METRO,계측,표면조도,nm,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_233,CHAMBER,챔버,압력,Torr,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_234,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_235,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_236,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_237,ESC,정전척,척전압,V,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_238,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_239,TRANSFER,이송,진공척흡착,kPa,0.0013,93,0,0.0048,0.0017,0.0013,0.0244,교육용 가상 매핑(원본은 익명화 신호)
SIG_240,METRO,계측,표면조도,nm,0.0013,80,0,0.0046,0.0014,0.0014,0.0236,교육용 가상 매핑(원본은 익명화 신호)
SIG_241,CHAMBER,챔버,압력,Torr,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_242,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_243,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_244,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_245,ESC,정전척,척전압,V,0.6496,66,0,0.0058,0.0846,0.0003,1.9844,교육용 가상 매핑(원본은 익명화 신호)
SIG_246,THERMAL,온도제어,쿨런트온도,degC,0.6496,539,0,1.7297,4.3356,0.2914,99.9022,교육용 가상 매핑(원본은 익명화 신호)
SIG_247,TRANSFER,이송,진공척흡착,kPa,0.6496,547,0,4.1487,10.0451,1.1022,237.1837,교육용 가상 매핑(원본은 익명화 신호)
SIG_248,METRO,계측,표면조도,nm,0.4563,490,0,0.0534,0.0669,0.0,0.4914,교육용 가상 매핑(원본은 익명화 신호)
SIG_249,CHAMBER,챔버,압력,Torr,0.0,426,0,0.0252,0.0492,0.003,0.9732,교육용 가상 매핑(원본은 익명화 신호)
SIG_250,RF,RF전원,반사전력,W,0.0,23,0,0.0011,0.0158,0.0,0.4138,교육용 가상 매핑(원본은 익명화 신호)
SIG_251,VACUUM,진공,게이트밸브개도,%,0.0,1566,0,109.651,54.5973,21.0107,1119.7042,교육용 가상 매핑(원본은 익명화 신호)
SIG_252,GAS_MFC,가스공급,라인압력,psi,0.0,143,0,0.0043,0.0375,0.0003,0.9909,교육용 가상 매핑(원본은 익명화 신호)
SIG_253,ESC,정전척,척전압,V,0.0,1533,0,4.6451,64.3548,0.7673,2549.9885,교육용 가상 매핑(원본은 익명화 신호)
SIG_254,THERMAL,온도제어,쿨런트온도,degC,0.0153,442,0,0.0332,0.0224,0.0094,0.4517,교육용 가상 매핑(원본은 익명화 신호)
SIG_255,TRANSFER,이송,진공척흡착,kPa,0.0,291,0,0.0139,0.0091,0.0017,0.0787,교육용 가상 매핑(원본은 익명화 신호)
SIG_256,METRO,계측,표면조도,nm,0.0,1317,0,0.4038,0.1203,0.1269,0.9255,교육용 가상 매핑(원본은 익명화 신호)
SIG_257,CHAMBER,챔버,압력,Torr,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_258,RF,RF전원,반사전력,W,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_259,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_260,GAS_MFC,가스공급,라인압력,psi,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_261,ESC,정전척,척전압,V,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_262,THERMAL,온도제어,쿨런트온도,degC,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_263,TRANSFER,이송,진공척흡착,kPa,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_264,METRO,계측,표면조도,nm,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_265,CHAMBER,챔버,압력,Torr,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_266,RF,RF전원,반사전력,W,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_267,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_268,GAS_MFC,가스공급,라인압력,psi,0.0051,291,0,0.0706,0.0296,0.0198,0.1578,교육용 가상 매핑(원본은 익명화 신호)
SIG_269,ESC,정전척,척전압,V,0.0051,333,0,19.5047,7.3444,6.098,40.855,교육용 가상 매핑(원본은 익명화 신호)
SIG_270,THERMAL,온도제어,쿨런트온도,degC,0.0051,330,0,3.7779,1.1523,1.3017,10.1529,교육용 가상 매핑(원본은 익명화 신호)
SIG_271,TRANSFER,이송,진공척흡착,kPa,0.0032,599,0,29.2603,8.402,15.5471,158.526,교육용 가상 매핑(원본은 익명화 신호)
SIG_272,METRO,계측,표면조도,nm,0.0038,1559,0,46.0566,17.8664,10.4015,132.6479,교육용 가상 매핑(원본은 익명화 신호)
SIG_273,CHAMBER,챔버,압력,Torr,0.0045,1557,0,41.2981,17.7375,6.9431,122.1174,교육용 가상 매핑(원본은 익명화 신호)
SIG_274,RF,RF전원,반사전력,W,0.0089,518,0,20.1812,3.8305,8.6512,43.5737,교육용 가상 매핑(원본은 익명화 신호)
SIG_275,VACUUM,진공,게이트밸브개도,%,0.0089,518,0,136.2924,85.6078,0.0,659.1696,교육용 가상 매핑(원본은 익명화 신호)
SIG_276,GAS_MFC,가스공급,라인압력,psi,0.0089,458,0,8.6932,168.9494,0.0111,3332.5964,교육용 가상 매핑(원본은 익명화 신호)
SIG_277,ESC,정전척,척전압,V,0.0089,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_278,THERMAL,온도제어,쿨런트온도,degC,0.0089,512,0,2.2107,1.1964,0.5615,32.1709,교육용 가상 매핑(원본은 익명화 신호)
SIG_279,TRANSFER,이송,진공척흡착,kPa,0.0057,22,0,0.0011,0.0003,0.0,0.0034,교육용 가상 매핑(원본은 익명화 신호)
SIG_280,METRO,계측,표면조도,nm,0.0013,541,0,0.0411,0.0203,0.0107,0.1884,교육용 가상 매핑(원본은 익명화 신호)
SIG_281,CHAMBER,챔버,압력,Torr,0.0013,246,0,0.018,0.0065,0.0073,0.0755,교육용 가상 매핑(원본은 익명화 신호)
SIG_282,RF,RF전원,반사전력,W,0.0013,227,0,0.0151,0.0055,0.0069,0.0597,교육용 가상 매핑(원본은 익명화 신호)
SIG_283,VACUUM,진공,게이트밸브개도,%,0.0013,114,0,0.0058,0.0086,0.0016,0.3083,교육용 가상 매핑(원본은 익명화 신호)
SIG_284,GAS_MFC,가스공급,라인압력,psi,0.0013,1515,0,2.804,5.8643,0.505,232.8049,교육용 가상 매핑(원본은 익명화 신호)
SIG_285,ESC,정전척,척전압,V,0.0019,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_286,THERMAL,온도제어,쿨런트온도,degC,0.0019,1527,0,2.1198,0.9629,0.4611,6.8698,교육용 가상 매핑(원본은 익명화 신호)
SIG_287,TRANSFER,이송,진공척흡착,kPa,0.0019,1540,0,4.26,9.7638,0.728,207.0161,교육용 가상 매핑(원본은 익명화 신호)
SIG_288,METRO,계측,표면조도,nm,0.0019,1076,0,0.3675,7.3863,0.0513,292.2274,교육용 가상 매핑(원본은 익명화 신호)
SIG_289,CHAMBER,챔버,압력,Torr,0.0019,87,0,0.0039,0.0029,0.0012,0.0749,교육용 가상 매핑(원본은 익명화 신호)
SIG_290,RF,RF전원,반사전력,W,0.0019,1522,0,2.5786,1.617,0.396,59.5187,교육용 가상 매핑(원본은 익명화 신호)
SIG_291,VACUUM,진공,게이트밸브개도,%,0.0064,324,0,0.1234,0.271,0.0416,4.4203,교육용 가상 매핑(원본은 익명화 신호)
SIG_292,GAS_MFC,가스공급,라인압력,psi,0.0,354,0,0.0199,0.0255,0.0038,0.6915,교육용 가상 매핑(원본은 익명화 신호)
SIG_293,ESC,정전척,척전압,V,0.9119,92,0,0.0145,0.0115,0.0041,0.0831,교육용 가상 매핑(원본은 익명화 신호)
SIG_294,THERMAL,온도제어,쿨런트온도,degC,0.9119,138,0,335.5512,137.6925,82.3233,879.226,교육용 가상 매핑(원본은 익명화 신호)
SIG_295,TRANSFER,이송,진공척흡착,kPa,0.0013,1562,0,401.8148,477.0501,0.0,3933.755,교육용 가상 매핑(원본은 익명화 신호)
SIG_296,METRO,계측,표면조도,nm,0.0013,1561,0,252.9991,283.5307,0.0,2005.8744,교육용 가상 매핑(원본은 익명화 신호)
SIG_297,CHAMBER,챔버,압력,Torr,0.0013,1565,0,1879.2284,1975.1114,0.0,15559.9525,교육용 가상 매핑(원본은 익명화 신호)
SIG_298,RF,RF전원,반사전력,W,0.0013,1559,0,2342.827,3226.9243,0.0,18520.4683,교육용 가상 매핑(원본은 익명화 신호)
SIG_299,VACUUM,진공,게이트밸브개도,%,0.0013,725,0,0.0638,0.0642,0.0,0.5264,교육용 가상 매핑(원본은 익명화 신호)
SIG_300,GAS_MFC,가스공급,라인압력,psi,0.0013,626,0,0.0603,0.1308,0.0,1.0312,교육용 가상 매핑(원본은 익명화 신호)
SIG_301,ESC,정전척,척전압,V,0.0013,967,0,0.1184,0.2191,0.0,1.8123,교육용 가상 매핑(원본은 익명화 신호)
SIG_302,THERMAL,온도제어,쿨런트온도,degC,0.0013,1134,0,0.9101,0.332,0.31,5.711,교육용 가상 매핑(원본은 익명화 신호)
SIG_303,TRANSFER,이송,진공척흡착,kPa,0.0013,569,0,0.4033,0.1975,0.1118,5.1549,교육용 가상 매핑(원본은 익명화 신호)
SIG_304,METRO,계측,표면조도,nm,0.0013,509,0,0.0403,0.0145,0.0108,0.2258,교육용 가상 매핑(원본은 익명화 신호)
SIG_305,CHAMBER,챔버,압력,Torr,0.0013,1105,0,0.1321,0.0649,0.0138,0.3337,교육용 가상 매핑(원본은 익명화 신호)
SIG_306,RF,RF전원,반사전력,W,0.0006,314,0,0.2649,0.0574,0.1171,0.475,교육용 가상 매핑(원본은 익명화 신호)
SIG_307,VACUUM,진공,게이트밸브개도,%,0.0006,262,0,0.0486,0.0254,0.0034,0.2246,교육용 가상 매핑(원본은 익명화 신호)
SIG_308,GAS_MFC,가스공급,라인압력,psi,0.0006,286,0,0.1289,0.0275,0.0549,0.2112,교육용 가상 매핑(원본은 익명화 신호)
SIG_309,ESC,정전척,척전압,V,0.0006,293,0,0.2184,0.0336,0.0913,0.3239,교육용 가상 매핑(원본은 익명화 신호)
SIG_310,THERMAL,온도제어,쿨런트온도,degC,0.0006,290,0,0.1289,0.0275,0.0549,0.2112,교육용 가상 매핑(원본은 익명화 신호)
SIG_311,TRANSFER,이송,진공척흡착,kPa,0.0006,310,0,0.3048,0.0435,0.1809,0.4438,교육용 가상 매핑(원본은 익명화 신호)
SIG_312,METRO,계측,표면조도,nm,0.0006,276,0,0.0973,0.0288,0.0328,0.1784,교육용 가상 매핑(원본은 익명화 신호)
SIG_313,CHAMBER,챔버,압력,Torr,0.0006,307,0,0.1601,0.1173,0.0224,0.7549,교육용 가상 매핑(원본은 익명화 신호)
SIG_314,RF,RF전원,반사전력,W,0.0153,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_315,VACUUM,진공,게이트밸브개도,%,0.0153,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_316,GAS_MFC,가스공급,라인압력,psi,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_317,ESC,정전척,척전압,V,0.0006,1533,0,5.977,1.0186,2.7882,13.0958,교육용 가상 매핑(원본은 익명화 신호)
SIG_318,THERMAL,온도제어,쿨런트온도,degC,0.0006,1160,0,0.1726,0.0724,0.0283,1.0034,교육용 가상 매핑(원본은 익명화 신호)
SIG_319,TRANSFER,이송,진공척흡착,kPa,0.0006,1535,0,3.1888,1.2159,0.9848,15.8934,교육용 가상 매핑(원본은 익명화 신호)
SIG_320,METRO,계측,표면조도,nm,0.0006,1550,0,7.916,2.1791,1.6574,20.0455,교육용 가상 매핑(원본은 익명화 신호)
SIG_321,CHAMBER,챔버,압력,Torr,0.0006,550,0,0.0431,0.0319,0.0084,0.9474,교육용 가상 매핑(원본은 익명화 신호)
SIG_322,RF,RF전원,반사전력,W,0.0006,1511,0,2.2637,2.117,0.6114,79.1515,교육용 가상 매핑(원본은 익명화 신호)
SIG_323,VACUUM,진공,게이트밸브개도,%,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_324,GAS_MFC,가스공급,라인압력,psi,0.0006,1536,0,5.3934,2.5189,1.7101,89.1917,교육용 가상 매핑(원본은 익명화 신호)
SIG_325,ESC,정전척,척전압,V,0.0006,1560,0,13.3322,6.6158,2.2345,51.8678,교육용 가상 매핑(원본은 익명화 신호)
SIG_326,THERMAL,온도제어,쿨런트온도,degC,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_327,TRANSFER,이송,진공척흡착,kPa,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_328,METRO,계측,표면조도,nm,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_329,CHAMBER,챔버,압력,Torr,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_330,RF,RF전원,반사전력,W,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_331,VACUUM,진공,게이트밸브개도,%,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_332,GAS_MFC,가스공급,라인압력,psi,0.0026,313,0,0.0832,0.0634,0.0224,1.0959,교육용 가상 매핑(원본은 익명화 신호)
SIG_333,ESC,정전척,척전압,V,0.0045,1517,0,2.5935,5.6452,0.5373,174.8944,교육용 가상 매핑(원본은 익명화 신호)
SIG_334,THERMAL,온도제어,쿨런트온도,degC,0.0038,1527,0,6.2159,3.4034,2.8372,90.5159,교육용 가상 매핑(원본은 익명화 신호)
SIG_335,TRANSFER,이송,진공척흡착,kPa,0.0038,1145,0,0.1684,0.1729,0.0282,3.4125,교육용 가상 매핑(원본은 익명화 신호)
SIG_336,METRO,계측,표면조도,nm,0.0038,1526,0,3.4269,5.7816,0.7899,172.7119,교육용 가상 매핑(원본은 익명화 신호)
SIG_337,CHAMBER,챔버,압력,Torr,0.0045,1532,0,9.7364,7.5561,5.2151,214.8628,교육용 가상 매핑(원본은 익명화 신호)
SIG_338,RF,RF전원,반사전력,W,0.0045,1517,0,2.3275,1.6994,0.0,38.8995,교육용 가상 매핑(원본은 익명화 신호)
SIG_339,VACUUM,진공,게이트밸브개도,%,0.0045,1520,0,3.0376,5.645,0.0,196.688,교육용 가상 매핑(원본은 익명화 신호)
SIG_340,GAS_MFC,가스공급,라인압력,psi,0.0038,1543,0,9.329,6.0747,2.2001,197.4988,교육용 가상 매핑(원본은 익명화 신호)
SIG_341,ESC,정전척,척전압,V,0.0038,761,0,14.6735,261.7385,0.0131,5043.8789,교육용 가상 매핑(원본은 익명화 신호)
SIG_342,THERMAL,온도제어,쿨런트온도,degC,0.0038,1517,0,2.7321,3.6679,0.5741,97.7089,교육용 가상 매핑(원본은 익명화 신호)
SIG_343,TRANSFER,이송,진공척흡착,kPa,0.0038,2,0,0.0003,0.0113,0.0,0.4472,교육용 가상 매핑(원본은 익명화 신호)
SIG_344,METRO,계측,표면조도,nm,0.0038,1541,0,6.1985,5.3718,1.2565,156.336,교육용 가상 매핑(원본은 익명화 신호)
SIG_345,CHAMBER,챔버,압력,Torr,0.0038,1551,0,23.2171,8.8952,2.056,59.3241,교육용 가상 매핑(원본은 익명화 신호)
SIG_346,RF,RF전원,반사전력,W,0.5067,767,0,7.9584,17.513,1.7694,257.0106,교육용 가상 매핑(원본은 익명화 신호)
SIG_347,VACUUM,진공,게이트밸브개도,%,0.5067,762,0,5.7702,17.0775,1.0177,187.7589,교육용 가상 매핑(원본은 익명화 신호)
SIG_348,GAS_MFC,가스공급,라인압력,psi,0.0038,2,0,0.0089,0.3522,0.0,13.9147,교육용 가상 매핑(원본은 익명화 신호)
SIG_349,ESC,정전척,척전압,V,0.0153,357,0,0.0247,0.0119,0.0103,0.22,교육용 가상 매핑(원본은 익명화 신호)
SIG_350,THERMAL,온도제어,쿨런트온도,degC,0.0153,373,0,0.0253,0.0106,0.001,0.1339,교육용 가상 매핑(원본은 익명화 신호)
SIG_351,TRANSFER,이송,진공척흡착,kPa,0.0153,435,0,0.0232,0.0143,0.0029,0.2914,교육용 가상 매핑(원본은 익명화 신호)
SIG_352,METRO,계측,표면조도,nm,0.0153,499,0,0.0276,0.0246,0.002,0.6188,교육용 가상 매핑(원본은 익명화 신호)
SIG_353,CHAMBER,챔버,압력,Torr,0.0153,354,0,0.0234,0.0132,0.0056,0.1429,교육용 가상 매핑(원본은 익명화 신호)
SIG_354,RF,RF전원,반사전력,W,0.0153,563,0,0.0403,0.0155,0.0026,0.1535,교육용 가상 매핑(원본은 익명화 신호)
SIG_355,VACUUM,진공,게이트밸브개도,%,0.0153,486,0,0.0419,0.0131,0.004,0.1344,교육용 가상 매핑(원본은 익명화 신호)
SIG_356,GAS_MFC,가스공급,라인압력,psi,0.0153,572,0,0.0345,0.0223,0.0038,0.2789,교육용 가상 매핑(원본은 익명화 신호)
SIG_357,ESC,정전척,척전압,V,0.0006,1473,0,1.2986,0.3869,0.3796,2.8348,교육용 가상 매핑(원본은 익명화 신호)
SIG_358,THERMAL,온도제어,쿨런트온도,degC,0.0077,28,0,0.001,0.0005,0.0003,0.0052,교육용 가상 매핑(원본은 익명화 신호)
SIG_359,TRANSFER,이송,진공척흡착,kPa,0.8558,20,0,0.0024,0.0004,0.0017,0.0047,교육용 가상 매핑(원본은 익명화 신호)
SIG_360,METRO,계측,표면조도,nm,0.0,215,0,0.0198,0.0071,0.0076,0.0888,교육용 가상 매핑(원본은 익명화 신호)
SIG_361,CHAMBER,챔버,압력,Torr,0.0,97,0,0.0029,0.02,0.0001,0.409,교육용 가상 매핑(원본은 익명화 신호)
SIG_362,RF,RF전원,반사전력,W,0.0,972,0,39.9364,17.0563,10.7204,547.1722,교육용 가상 매핑(원본은 익명화 신호)
SIG_363,VACUUM,진공,게이트밸브개도,%,0.0325,389,0,0.0184,0.0216,0.0028,0.4163,교육용 가상 매핑(원본은 익명화 신호)
SIG_364,GAS_MFC,가스공급,라인압력,psi,0.0325,1516,0,333.3196,138.8019,60.9882,1072.2031,교육용 가상 매핑(원본은 익명화 신호)
SIG_365,ESC,정전척,척전압,V,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_366,THERMAL,온도제어,쿨런트온도,degC,0.0013,120,0,0.0052,0.0027,0.0017,0.0368,교육용 가상 매핑(원본은 익명화 신호)
SIG_367,TRANSFER,이송,진공척흡착,kPa,0.0013,107,0,0.0048,0.0024,0.002,0.0392,교육용 가상 매핑(원본은 익명화 신호)
