wafer_id,step,t_sec,rf_forward_W,rf_reflected_W,chamber_pressure_mTorr,ar_flow_sccm,cf4_flow_sccm,esc_temp_C,he_backside_Torr,endpoint_intensity
WF0013,Stabilize,9,7.42,0.0,30.992,98.45,-1.06,60.46,8.126,105.53
WF0013,MainEtch,10,589.08,18.41,22.545,77.72,30.27,62.97,8.007,106.9
WF0013,MainEtch,11,646.67,13.56,21.209,76.26,31.68,62.1,8.042,109.86
WF0013,MainEtch,12,709.92,15.63,21.102,80.15,33.75,62.37,8.036,110.95
WF0013,MainEtch,13,729.45,12.99,20.704,79.85,33.45,62.07,8.199,109.49
WF0013,MainEtch,14,758.82,14.42,20.202,81.09,35.35,62.51,7.996,104.6
WF0013,MainEtch,15,771.91,18.13,20.388,80.85,35.04,62.97,8.114,114.23
WF0013,MainEtch,16,759.68,13.4,20.414,80.23,33.61,62.73,7.927,112.06
WF0013,MainEtch,17,795.21,18.79,20.273,77.86,33.53,61.66,8.123,110.0
WF0013,MainEtch,18,786.39,17.46,19.541,83.54,34.03,62.98,7.894,108.74
WF0013,MainEtch,19,790.46,17.77,20.49,81.91,34.9,62.79,8.095,106.21
WF0013,MainEtch,20,776.28,16.33,19.96,83.37,33.12,62.84,7.89,110.95
WF0013,MainEtch,21,781.89,16.36,19.475,78.76,34.1,62.63,8.09,111.99
WF0013,MainEtch,22,803.56,15.54,20.46,80.7,36.7,62.55,8.086,107.17
WF0013,MainEtch,23,801.73,18.57,19.293,81.91,33.25,62.25,8.113,107.54
WF0013,MainEtch,24,801.72,18.97,20.03,80.03,32.95,62.84,8.199,108.01
WF0013,MainEtch,25,793.74,14.26,20.578,81.42,33.95,62.12,7.918,109.17
WF0013,MainEtch,26,788.01,18.75,21.152,80.15,35.35,62.74,7.958,107.48
WF0013,MainEtch,27,791.18,18.79,20.909,82.61,33.45,62.66,7.944,108.33
WF0013,MainEtch,28,796.42,15.18,20.415,82.29,33.5,62.93,7.9,106.46
WF0013,MainEtch,29,786.19,17.35,20.354,80.75,33.43,62.85,7.957,103.33
WF0013,MainEtch,30,795.79,16.37,20.171,81.6,33.46,62.89,7.838,113.03
WF0013,MainEtch,31,783.01,16.64,20.414,81.63,33.98,62.25,8.091,107.79
WF0013,MainEtch,32,796.08,14.22,20.103,79.77,33.2,63.49,8.079,103.43
WF0013,MainEtch,33,803.31,14.65,19.836,80.03,33.46,62.73,8.055,105.1
WF0013,MainEtch,34,793.99,16.87,19.552,80.47,33.04,62.52,7.945,100.21
WF0013,MainEtch,35,777.06,13.48,20.09,82.16,35.35,62.23,8.137,96.24
WF0013,MainEtch,36,784.5,20.25,20.319,84.44,32.72,62.9,7.901,91.52
WF0013,MainEtch,37,802.02,18.12,20.154,78.52,34.92,62.01,7.935,90.74
WF0013,MainEtch,38,806.95,17.99,20.017,77.1,35.65,61.75,8.05,81.88
WF0013,MainEtch,39,783.29,17.22,19.849,81.12,34.56,63.01,7.958,80.24
WF0013,MainEtch,40,789.15,17.81,20.725,80.32,34.65,62.29,7.984,67.16
WF0013,MainEtch,41,801.51,12.02,20.344,82.39,33.93,62.77,7.981,64.46
WF0013,MainEtch,42,800.1,17.86,20.351,79.43,36.4,62.43,8.245,62.14
WF0013,MainEtch,43,794.78,16.83,20.216,81.63,34.11,62.9,8.007,58.01
WF0013,MainEtch,44,805.73,12.82,20.199,83.55,35.41,63.24,7.904,60.06
WF0013,MainEtch,45,781.01,18.66,21.074,82.85,35.08,62.85,8.081,53.48
WF0013,MainEtch,46,795.02,15.88,19.56,81.38,34.3,62.46,7.979,58.46
WF0013,MainEtch,47,779.46,19.16,20.368,82.14,34.54,62.82,7.852,59.21
WF0013,MainEtch,48,792.04,15.14,20.272,81.21,32.73,62.19,8.169,53.08
WF0013,MainEtch,49,785.94,19.76,20.345,80.65,34.72,62.71,8.32,58.76
WF0013,Overetch,50,372.38,11.0,28.666,83.89,16.98,60.54,7.918,51.52
WF0013,Overetch,51,416.67,9.37,28.073,85.96,18.03,60.45,8.138,50.25
WF0013,Overetch,52,438.36,12.76,26.597,83.8,20.42,60.03,8.041,46.78
WF0013,Overetch,53,452.63,9.99,26.771,85.93,20.91,60.17,8.084,49.71
WF0013,Overetch,54,465.57,10.0,26.549,86.43,22.07,60.29,8.018,50.26
WF0013,Overetch,55,464.98,8.91,25.583,86.58,18.03,59.24,8.033,46.83
WF0013,Overetch,56,493.36,7.96,25.897,88.11,18.71,60.06,7.922,48.33
WF0013,Overetch,57,482.05,11.29,25.374,87.69,17.52,59.57,8.044,47.3
WF0013,Overetch,58,491.61,13.01,25.562,87.03,19.59,59.91,8.059,46.69
WF0013,Overetch,59,491.17,11.34,24.515,88.84,18.88,60.29,7.928,50.45
WF0014,Stabilize,0,6.05,5.5,33.8,95.8,-3.56,60.53,7.947,93.53
WF0014,Stabilize,1,-6.17,3.01,31.904,95.81,-4.67,60.99,7.875,92.28
WF0014,Stabilize,2,-10.36,3.17,31.157,98.36,-5.32,61.08,7.81,95.75
WF0014,Stabilize,3,6.42,0.36,30.928,98.0,-5.84,61.11,7.97,95.7
WF0014,Stabilize,4,0.73,0.0,30.5,99.21,-6.37,61.03,8.23,93.9
WF0014,Stabilize,5,-12.05,2.4,30.283,98.85,-4.13,61.11,8.108,92.59
WF0014,Stabilize,6,-7.84,2.03,29.885,100.08,-4.14,60.9,8.205,96.8
WF0014,Stabilize,7,-3.38,4.51,29.546,100.56,-5.06,60.45,7.895,95.37
WF0014,Stabilize,8,2.99,0.0,29.906,101.22,-6.89,60.33,8.186,94.81
WF0014,Stabilize,9,-0.75,1.44,29.318,101.22,-2.6,60.63,7.813,94.45
WF0014,MainEtch,10,586.3,17.38,21.31,77.51,33.97,63.71,8.017,91.4
WF0014,MainEtch,11,654.76,15.8,21.323,75.28,33.54,63.05,7.88,94.67
WF0014,MainEtch,12,706.96,14.0,20.148,80.0,35.4,62.95,8.016,97.84
WF0014,MainEtch,13,739.67,20.95,19.915,79.54,33.49,62.93,7.976,95.86
WF0014,MainEtch,14,756.01,18.61,19.635,80.35,35.73,62.88,7.894,96.36
WF0014,MainEtch,15,781.62,20.81,19.152,80.81,34.73,62.74,7.826,93.46
WF0014,MainEtch,16,766.44,15.73,19.221,82.57,35.96,62.75,8.1,89.56
WF0014,MainEtch,17,776.15,19.68,19.121,82.44,33.2,62.8,7.865,94.3
WF0014,MainEtch,18,786.49,20.36,20.09,80.77,35.96,63.61,8.02,96.04
WF0014,MainEtch,19,790.84,17.64,19.755,81.68,37.65,63.18,7.828,93.15
WF0014,MainEtch,20,795.16,19.28,18.782,81.13,35.85,63.11,7.889,93.74
WF0014,MainEtch,21,792.45,16.17,19.796,80.6,36.55,62.47,7.888,95.98
WF0014,MainEtch,22,789.63,18.26,20.245,78.4,36.26,62.83,7.868,90.38
WF0014,MainEtch,23,793.01,20.13,19.361,77.89,36.1,63.39,8.045,91.38
WF0014,MainEtch,24,795.81,17.69,19.518,80.63,36.0,62.57,8.12,95.41
WF0014,MainEtch,25,798.39,23.92,19.838,78.36,35.64,63.16,8.034,92.57
WF0014,MainEtch,26,797.53,15.72,19.333,80.6,35.31,62.9,7.926,93.79
WF0014,MainEtch,27,796.57,21.02,19.154,78.73,35.02,63.5,7.863,96.9
WF0014,MainEtch,28,806.69,15.18,19.483,83.84,35.99,63.23,8.075,87.39
WF0014,MainEtch,29,798.34,19.95,19.621,77.89,35.56,63.7,8.325,95.91
WF0014,MainEtch,30,790.8,17.76,19.536,84.27,33.38,63.34,7.776,88.87
WF0014,MainEtch,31,805.89,19.35,19.087,79.08,34.32,63.71,8.03,91.6
WF0014,MainEtch,32,779.37,18.17,19.298,79.07,34.81,63.3,8.13,91.86
WF0014,MainEtch,33,803.37,15.6,19.141,80.95,35.77,63.03,8.039,93.31
WF0014,MainEtch,34,804.55,18.4,19.001,81.01,33.91,63.28,7.887,85.39
WF0014,MainEtch,35,792.99,16.74,19.269,81.74,36.11,63.13,8.18,81.26
WF0014,MainEtch,36,808.76,25.23,19.592,78.31,36.74,63.45,8.067,77.87
WF0014,MainEtch,37,789.95,17.42,19.326,82.34,35.37,63.85,7.897,76.32
WF0014,MainEtch,38,796.39,18.44,19.416,78.82,35.92,62.92,8.01,68.39
WF0014,MainEtch,39,791.34,21.3,18.822,80.09,35.02,63.43,7.976,62.79
WF0014,MainEtch,40,799.42,16.64,19.215,79.37,36.56,63.34,7.864,52.4
WF0014,MainEtch,41,805.09,16.9,18.531,81.34,37.28,62.94,8.006,53.22
WF0014,MainEtch,42,782.49,18.55,19.452,78.74,34.77,63.2,7.974,48.94
WF0014,MainEtch,43,787.21,20.51,19.643,82.09,34.11,62.71,7.955,46.35
WF0014,MainEtch,44,792.39,21.42,18.556,78.71,34.57,63.58,8.001,43.11
WF0014,MainEtch,45,802.04,18.75,19.786,76.5,34.89,63.06,8.118,39.5
WF0014,MainEtch,46,800.87,17.54,19.596,79.64,36.62,63.1,8.087,48.77
WF0014,MainEtch,47,794.39,15.63,19.614,79.87,33.32,63.12,8.194,42.44
WF0014,MainEtch,48,787.5,17.57,19.998,83.56,34.8,62.94,8.049,43.57
WF0014,MainEtch,49,790.51,19.38,19.29,81.39,35.85,63.18,7.93,40.7
WF0014,Overetch,50,373.54,12.95,27.459,85.39,16.25,60.58,8.003,36.94
WF0014,Overetch,51,422.99,15.19,26.899,89.47,16.23,61.08,8.032,36.94
WF0014,Overetch,52,432.12,14.57,26.03,91.38,15.49,61.28,7.919,41.71
WF0014,Overetch,53,452.67,11.32,26.105,89.82,14.49,60.56,8.146,43.67
WF0014,Overetch,54,473.46,12.82,24.49,87.73,17.08,60.64,8.04,40.44
WF0014,Overetch,55,479.3,14.15,25.056,89.94,14.92,61.41,8.045,37.57
WF0014,Overetch,56,482.21,13.71,24.697,88.07,16.03,60.82,8.201,40.3
WF0014,Overetch,57,497.96,11.15,24.474,89.73,14.55,61.14,7.945,41.37
WF0014,Overetch,58,478.88,13.47,24.858,89.98,16.21,61.06,7.945,42.84
WF0014,Overetch,59,490.47,13.25,24.28,89.73,14.83,60.63,8.115,40.63
WF0015,Stabilize,0,6.7,4.14,33.689,92.28,0.63,59.85,7.917,96.89
WF0015,Stabilize,1,15.73,5.43,31.88,95.87,-0.03,59.39,7.956,97.46
WF0015,Stabilize,2,18.77,3.3,31.047,96.76,-1.48,59.99,7.978,99.21
WF0015,Stabilize,3,0.86,3.38,31.124,95.26,-0.79,59.28,7.86,97.9
WF0015,Stabilize,4,8.99,4.67,30.04,95.47,-2.74,60.01,8.025,95.51
WF0015,Stabilize,5,11.09,8.01,29.212,96.77,-1.72,59.61,7.982,100.16
WF0015,Stabilize,6,4.57,5.98,30.049,95.09,0.34,59.76,8.211,96.91
WF0015,Stabilize,7,2.63,0.0,29.475,91.74,0.44,59.25,8.124,100.95
WF0015,Stabilize,8,-4.87,3.06,29.227,91.96,-2.18,59.72,8.024,97.02
WF0015,Stabilize,9,5.87,5.5,29.851,94.15,0.48,59.74,7.904,98.85
WF0015,MainEtch,10,617.06,23.15,21.991,72.13,38.35,62.64,8.0,97.6
WF0015,MainEtch,11,675.63,20.33,20.54,72.99,39.2,61.4,7.891,94.1
WF0015,MainEtch,12,712.04,19.79,20.657,71.45,38.0,62.1,7.914,101.02
WF0015,MainEtch,13,748.06,19.66,20.054,75.57,38.16,61.47,7.964,95.85
WF0015,MainEtch,14,767.21,19.95,20.895,76.85,40.16,62.39,7.879,97.64
WF0015,MainEtch,15,782.17,19.83,19.14,74.31,38.78,62.68,7.927,98.95
WF0015,MainEtch,16,789.65,19.5,19.506,75.24,38.96,62.03,7.903,98.9
WF0015,MainEtch,17,791.56,22.39,19.017,74.73,39.06,61.98,8.159,98.22
WF0015,MainEtch,18,794.71,21.38,19.286,78.37,40.04,61.84,7.982,97.91
WF0015,MainEtch,19,808.35,19.55,19.836,75.99,40.6,62.53,8.079,93.95
WF0015,MainEtch,20,817.51,18.53,19.594,78.27,40.1,62.27,8.089,97.26
WF0015,MainEtch,21,805.38,23.98,19.711,74.73,39.18,62.68,8.207,98.71
WF0015,MainEtch,22,791.88,20.07,19.617,77.37,39.75,62.2,7.834,97.86
WF0015,MainEtch,23,801.37,18.55,20.167,74.99,38.88,62.41,8.063,101.14
WF0015,MainEtch,24,804.47,22.49,19.426,77.31,38.65,62.62,7.893,99.15
WF0015,MainEtch,25,801.81,22.76,19.864,74.75,39.75,62.73,7.978,98.05
WF0015,MainEtch,26,800.91,21.18,19.958,74.32,40.54,62.93,7.994,97.01
WF0015,MainEtch,27,807.39,22.01,18.565,75.89,40.02,62.24,7.972,101.09
WF0015,MainEtch,28,810.02,21.47,19.158,73.88,38.78,63.04,7.982,96.27
WF0015,MainEtch,29,807.89,22.4,19.816,78.23,40.63,62.45,7.92,93.4
WF0015,MainEtch,30,804.46,17.58,20.125,74.78,40.58,62.77,8.239,98.38
WF0015,MainEtch,31,802.73,22.66,19.442,74.95,38.07,61.95,7.705,97.64
WF0015,MainEtch,32,805.91,20.19,19.343,79.0,39.44,62.87,8.151,94.71
WF0015,MainEtch,33,810.55,21.9,19.728,77.96,38.66,61.71,7.756,92.59
WF0015,MainEtch,34,810.58,18.89,19.006,74.06,40.13,61.96,7.842,86.97
WF0015,MainEtch,35,788.23,16.99,19.854,78.14,41.06,62.38,7.961,89.5
WF0015,MainEtch,36,815.12,20.43,19.687,74.46,39.94,62.19,8.072,76.19
WF0015,MainEtch,37,803.57,21.76,20.012,77.58,40.83,61.86,7.898,72.62
WF0015,MainEtch,38,796.7,21.22,19.032,75.18,40.77,62.55,8.102,77.81
WF0015,MainEtch,39,795.2,21.11,19.639,76.01,39.74,61.88,7.972,69.87
WF0015,MainEtch,40,800.09,21.14,19.234,75.64,37.94,62.08,7.904,60.87
WF0015,MainEtch,41,809.2,23.57,19.522,76.79,37.85,61.85,7.982,51.79
WF0015,MainEtch,42,801.44,19.72,19.031,78.59,39.72,62.46,7.978,48.81
WF0015,MainEtch,43,815.51,19.99,19.526,77.92,39.82,62.48,7.905,43.9
WF0015,MainEtch,44,810.3,20.72,19.625,77.07,39.55,62.78,7.828,49.14
WF0015,MainEtch,45,801.32,23.37,19.877,75.48,38.55,61.65,7.811,48.83
WF0015,MainEtch,46,806.76,20.91,19.886,74.3,39.42,62.15,7.751,42.64
WF0015,MainEtch,47,812.9,19.95,19.331,77.96,37.11,62.3,8.13,43.51
WF0015,MainEtch,48,800.32,25.29,19.759,75.88,41.08,62.81,7.944,39.98
WF0015,MainEtch,49,816.07,19.94,19.397,74.21,37.29,62.33,7.929,46.85
WF0015,Overetch,50,370.24,14.28,27.87,80.95,17.45,59.21,7.924,43.28
WF0015,Overetch,51,412.66,15.17,26.267,82.74,18.5,59.36,7.939,44.88
WF0015,Overetch,52,450.59,14.28,25.424,83.47,17.93,59.94,8.006,46.05
WF0015,Overetch,53,461.19,17.27,25.614,86.02,19.16,59.2,7.96,42.33
WF0015,Overetch,54,472.76,13.68,25.502,87.7,18.42,60.06,7.928,45.03
WF0015,Overetch,55,490.5,15.55,25.079,84.32,17.74,59.36,7.902,43.94
WF0015,Overetch,56,504.94,16.01,24.602,84.42,19.46,59.4,7.988,41.79
WF0015,Overetch,57,504.64,13.63,24.482,84.73,19.8,59.98,8.151,42.87
WF0015,Overetch,58,505.85,14.93,25.055,86.23,19.25,59.7,7.79,41.27
WF0015,Overetch,59,502.54,17.51,24.207,88.5,20.42,59.75,8.14,42.79
WF0016,Stabilize,0,-16.83,3.5,33.065,97.85,-1.16,59.94,8.119,99.8
WF0016,Stabilize,1,-18.71,1.08,32.164,101.41,-2.2,60.45,7.923,100.95
WF0016,Stabilize,2,-16.85,6.03,30.75,103.39,-1.47,59.74,8.004,102.76
WF0016,Stabilize,3,-23.39,2.03,30.071,103.12,-1.47,60.23,8.13,100.09
WF0016,Stabilize,4,-9.23,0.85,29.822,98.75,-0.46,60.17,8.052,101.0
WF0016,Stabilize,5,-18.13,1.57,29.669,101.55,-1.3,60.24,7.944,101.52
WF0016,Stabilize,6,-13.18,0.0,29.577,106.3,-0.64,60.61,8.097,99.22
WF0016,Stabilize,7,-17.62,3.51,29.71,98.92,-1.82,60.45,7.856,99.27
WF0016,Stabilize,8,-24.07,0.84,30.283,103.9,-0.43,59.78,7.76,100.49
WF0016,Stabilize,9,-15.7,1.62,29.017,103.88,-1.03,60.22,7.954,105.09
WF0016,MainEtch,10,586.62,19.1,22.145,78.12,37.38,62.27,7.916,95.48
WF0016,MainEtch,11,644.61,16.72,20.909,77.55,38.44,62.34,8.061,101.87
WF0016,MainEtch,12,701.14,14.41,20.712,84.33,39.36,62.54,7.923,103.43
WF0016,MainEtch,13,717.18,15.23,19.569,83.08,38.61,62.94,8.019,98.77
WF0016,MainEtch,14,743.33,16.51,20.456,81.31,40.09,62.04,7.864,100.81
WF0016,MainEtch,15,761.94,18.84,19.645,81.62,39.15,62.33,8.349,103.22
WF0016,MainEtch,16,754.35,18.57,19.428,81.46,39.64,62.71,7.892,97.42
WF0016,MainEtch,17,767.58,19.82,19.541,82.41,40.48,62.94,7.905,104.43
WF0016,MainEtch,18,781.75,18.71,19.257,83.64,38.13,62.76,8.016,101.75
WF0016,MainEtch,19,780.39,22.77,19.33,80.32,38.54,62.85,8.112,99.76
WF0016,MainEtch,20,800.33,16.69,19.698,82.32,41.52,62.75,7.888,103.96
WF0016,MainEtch,21,789.14,18.69,19.802,83.7,40.0,62.71,8.033,102.38
WF0016,MainEtch,22,784.73,18.34,19.14,80.18,40.31,62.3,7.868,98.63
WF0016,MainEtch,23,770.42,15.42,19.667,81.01,39.56,61.7,8.031,103.29
WF0016,MainEtch,24,773.72,19.4,19.439,84.52,39.44,63.0,7.789,101.78
WF0016,MainEtch,25,789.9,19.84,20.061,82.04,40.91,62.3,7.916,101.95
WF0016,MainEtch,26,778.72,18.55,20.302,79.95,40.08,62.36,8.049,99.99
WF0016,MainEtch,27,775.36,17.41,19.605,82.24,38.27,62.48,7.741,99.26
WF0016,MainEtch,28,783.25,17.77,19.289,82.74,40.89,63.23,7.919,102.3
WF0016,MainEtch,29,780.08,18.78,20.628,82.6,37.81,62.49,7.806,93.61
WF0016,MainEtch,30,773.37,15.55,19.713,82.63,40.06,62.86,8.09,98.18
WF0016,MainEtch,31,798.6,17.58,19.365,81.84,36.87,62.73,8.026,101.27
WF0016,MainEtch,32,793.75,21.38,19.876,83.83,39.83,62.7,7.992,96.09
WF0016,MainEtch,33,791.56,18.64,19.517,83.57,38.28,62.42,8.085,94.23
WF0016,MainEtch,34,779.18,19.86,20.326,83.44,37.52,63.07,8.081,94.67
WF0016,MainEtch,35,785.82,19.36,18.892,81.64,39.83,62.78,8.257,86.03
WF0016,MainEtch,36,786.78,17.37,19.513,81.08,39.51,63.13,8.008,83.86
WF0016,MainEtch,37,788.33,20.45,19.286,81.38,37.92,62.71,8.126,77.82
WF0016,MainEtch,38,794.29,17.33,19.348,83.48,38.23,62.84,8.045,70.85
WF0016,MainEtch,39,788.9,16.85,19.741,82.99,40.06,62.15,7.96,63.73
WF0016,MainEtch,40,775.52,15.65,18.979,83.62,39.32,62.83,8.215,62.86
WF0016,MainEtch,41,789.01,15.3,18.311,84.22,39.52,62.75,7.992,57.22
WF0016,MainEtch,42,787.6,22.66,19.669,84.21,41.49,62.29,8.078,52.13
WF0016,MainEtch,43,782.05,14.64,19.708,83.41,41.4,63.1,8.008,49.04
WF0016,MainEtch,44,779.68,17.36,19.367,82.15,41.18,62.83,8.123,51.4
WF0016,MainEtch,45,773.62,17.89,19.802,81.85,37.48,62.95,7.954,46.09
WF0016,MainEtch,46,789.59,20.84,19.601,81.1,39.91,62.81,7.956,48.05
WF0016,MainEtch,47,783.04,20.41,19.269,81.5,39.73,61.76,7.934,48.53
WF0016,MainEtch,48,791.48,16.16,18.532,81.69,40.74,63.02,8.124,46.57
WF0016,MainEtch,49,783.96,21.68,19.329,82.41,39.63,62.81,8.07,42.64
WF0016,Overetch,50,364.18,10.79,27.401,85.89,19.12,59.79,8.003,44.55
WF0016,Overetch,51,398.19,13.31,26.678,91.96,20.07,60.23,8.1,44.95
WF0016,Overetch,52,427.11,13.5,25.657,94.11,18.55,60.11,7.971,47.08
WF0016,Overetch,53,453.44,14.23,25.634,91.48,20.2,60.03,8.144,45.76
WF0016,Overetch,54,463.72,16.13,24.637,89.12,19.46,60.54,7.928,45.11
WF0016,Overetch,55,469.17,16.93,24.594,89.89,19.98,60.25,8.051,46.0
WF0016,Overetch,56,478.76,14.05,24.419,91.52,19.34,60.34,7.829,44.13
WF0016,Overetch,57,478.79,13.5,25.292,89.3,18.81,60.5,7.882,48.55
WF0016,Overetch,58,482.0,16.13,24.613,92.48,17.03,60.09,8.154,49.38
WF0016,Overetch,59,474.33,8.13,25.26,92.7,19.1,59.88,8.191,44.1
WF0017,Stabilize,0,-7.82,8.82,33.081,97.39,0.27,60.66,8.137,98.25
WF0017,Stabilize,1,-17.31,7.46,32.472,100.02,0.19,60.72,8.066,96.83
WF0017,Stabilize,2,-12.56,4.54,31.612,96.88,1.56,60.98,8.112,97.26
WF0017,Stabilize,3,-15.76,0.0,30.591,100.33,0.16,61.1,8.024,98.87
WF0017,Stabilize,4,-31.15,2.6,30.593,99.45,0.44,60.82,7.886,96.34
WF0017,Stabilize,5,-12.59,3.81,30.463,100.44,0.95,60.22,7.909,101.47
WF0017,Stabilize,6,-19.19,6.8,29.937,98.36,-1.77,60.89,7.997,98.93
WF0017,Stabilize,7,-11.52,1.54,30.648,97.03,0.08,60.38,8.069,101.27
WF0017,Stabilize,8,-16.24,1.51,30.367,99.0,1.66,61.48,8.12,98.99
WF0017,Stabilize,9,-25.29,4.31,29.603,103.52,0.16,61.07,8.036,100.03
WF0017,MainEtch,10,591.2,28.38,22.331,76.35,39.28,63.39,8.046,98.89
WF0017,MainEtch,11,646.9,30.05,21.992,78.76,39.32,63.06,8.125,96.82
WF0017,MainEtch,12,707.66,33.61,20.314,81.92,39.72,63.67,7.845,95.77
WF0017,MainEtch,13,736.18,31.5,20.263,81.57,39.99,63.41,7.992,98.15
WF0017,MainEtch,14,755.58,33.54,20.187,79.21,39.81,62.82,7.892,105.66
WF0017,MainEtch,15,743.17,27.65,20.458,79.88,40.92,63.12,7.766,96.83
WF0017,MainEtch,16,747.36,26.53,19.754,83.54,40.43,63.47,8.207,100.93
WF0017,MainEtch,17,772.76,21.3,19.561,81.29,39.38,62.9,7.956,101.25
WF0017,MainEtch,18,767.72,22.14,19.638,82.0,38.64,63.2,7.853,99.16
WF0017,MainEtch,19,773.31,20.39,20.033,79.05,39.2,62.83,7.781,104.37
WF0017,MainEtch,20,766.37,27.65,19.778,82.23,40.99,63.3,8.039,105.65
WF0017,MainEtch,21,786.91,27.69,20.533,83.83,39.85,62.92,8.106,96.19
WF0017,MainEtch,22,772.17,27.97,20.302,81.52,40.35,63.39,8.27,97.5
WF0017,MainEtch,23,788.66,30.45,20.496,82.53,41.78,63.15,7.959,96.23
WF0017,MainEtch,24,773.43,34.46,19.324,84.07,40.03,63.12,7.961,97.62
WF0017,MainEtch,25,751.54,34.59,18.774,80.82,40.48,63.06,8.077,100.74
WF0017,MainEtch,26,770.4,24.73,19.596,83.07,38.11,63.62,7.759,99.52
WF0017,MainEtch,27,780.0,26.96,19.805,84.3,40.17,62.52,7.919,102.33
WF0017,MainEtch,28,783.2,21.07,19.551,82.67,39.38,63.28,7.944,99.87
WF0017,MainEtch,29,812.72,20.17,18.618,79.76,38.03,62.93,8.108,97.17
WF0017,MainEtch,30,786.57,24.83,19.745,79.3,40.87,62.69,8.022,100.64
WF0017,MainEtch,31,780.95,26.8,20.327,79.3,41.2,62.74,8.059,102.27
WF0017,MainEtch,32,777.58,26.27,19.818,81.52,39.24,62.7,7.755,96.49
WF0017,MainEtch,33,768.8,31.1,19.922,82.07,41.39,63.13,8.172,90.94
WF0017,MainEtch,34,777.83,28.49,19.065,80.56,41.04,63.3,8.046,92.73
WF0017,MainEtch,35,790.57,33.56,20.294,84.23,39.72,63.28,7.973,91.02
WF0017,MainEtch,36,797.7,21.94,20.284,80.81,41.95,63.01,8.172,87.58
WF0017,MainEtch,37,798.86,23.94,19.205,80.66,36.65,62.83,7.758,79.68
WF0017,MainEtch,38,794.26,30.47,20.459,83.36,41.48,63.42,7.858,69.85
WF0017,MainEtch,39,774.51,22.24,19.247,82.93,41.94,63.72,8.041,64.68
WF0017,MainEtch,40,777.16,20.01,19.633,83.0,40.03,63.19,7.963,56.42
WF0017,MainEtch,41,776.63,28.86,19.594,81.56,39.29,63.17,8.171,54.16
WF0017,MainEtch,42,792.46,28.73,19.657,81.12,39.05,63.58,7.867,54.1
WF0017,MainEtch,43,768.73,25.44,19.653,83.05,39.99,63.2,7.959,53.66
WF0017,MainEtch,44,799.22,29.08,20.273,78.87,39.23,63.0,7.807,48.95
WF0017,MainEtch,45,796.01,34.13,19.23,81.7,38.1,64.0,7.97,44.22
WF0017,MainEtch,46,791.1,27.72,19.865,79.97,41.12,63.14,7.881,51.26
WF0017,MainEtch,47,785.77,29.14,20.514,83.28,40.52,63.18,8.298,42.0
WF0017,MainEtch,48,756.72,27.75,19.557,81.85,39.17,62.92,8.15,43.47
WF0017,MainEtch,49,763.21,18.73,19.882,80.98,40.46,62.95,7.996,45.35
WF0017,Overetch,50,354.0,16.71,28.107,84.95,18.79,60.49,7.958,44.87
WF0017,Overetch,51,400.96,17.41,27.237,88.76,19.39,60.61,7.939,46.06
WF0017,Overetch,52,419.32,14.57,26.266,88.77,19.4,61.14,7.803,46.48
WF0017,Overetch,53,443.07,14.7,25.753,89.3,19.29,61.0,8.174,45.09
WF0017,Overetch,54,463.7,13.29,25.095,89.97,18.77,60.3,7.963,41.41
WF0017,Overetch,55,471.33,16.06,25.377,90.34,19.69,60.86,8.027,39.9
WF0017,Overetch,56,473.11,14.86,25.252,90.57,19.25,60.82,8.011,44.03
WF0017,Overetch,57,478.72,19.53,24.644,92.03,19.54,60.69,7.717,45.95
WF0017,Overetch,58,484.24,14.12,25.546,91.97,17.73,60.5,7.989,42.54
WF0017,Overetch,59,476.1,8.45,24.762,91.5,18.89,60.92,7.791,44.88
WF0018,Stabilize,0,-2.61,0.0,34.362,100.14,2.09,59.16,8.245,100.04
WF0018,Stabilize,1,-5.88,0.0,33.625,100.13,1.08,60.03,8.034,98.16
WF0018,Stabilize,2,-11.65,2.02,32.174,98.38,-1.32,59.94,7.99,99.82
WF0018,Stabilize,3,-2.5,0.0,32.639,102.22,1.69,59.89,7.979,102.53
WF0018,Stabilize,4,-1.84,1.62,31.69,103.11,1.26,60.36,7.9,94.57
WF0018,Stabilize,5,0.58,0.0,31.052,101.07,0.64,60.06,7.9,97.72
WF0018,Stabilize,6,-5.93,1.84,31.792,101.77,0.59,59.6,8.048,99.49
WF0018,Stabilize,7,-14.72,5.01,31.267,103.07,0.92,59.65,8.181,101.25
WF0018,Stabilize,8,2.64,0.82,30.534,102.06,-0.08,59.72,7.865,102.8
WF0018,Stabilize,9,-20.92,3.17,31.052,103.37,1.19,60.2,8.035,98.68
WF0018,MainEtch,10,598.52,16.18,22.696,81.26,40.5,61.91,7.981,101.2
WF0018,MainEtch,11,659.18,16.67,22.975,79.59,39.69,62.13,7.937,98.45
WF0018,MainEtch,12,703.02,17.9,22.439,81.89,40.86,62.19,7.712,99.82
WF0018,MainEtch,13,742.17,22.68,21.567,82.98,41.63,62.26,7.925,104.42
WF0018,MainEtch,14,745.87,17.42,21.54,83.0,40.91,62.21,8.238,99.48
WF0018,MainEtch,15,761.64,15.86,21.194,80.98,40.39,62.39,8.091,98.72
WF0018,MainEtch,16,788.87,17.56,20.488,83.31,42.3,62.42,7.93,98.23
